"Name","Origin","Balkans","Arabic","Italian","EastEurope","Africa","French","SouthEastAsia","Jewish","CentralAsia","Scandinavian","Persian","Greek","Hispanic-Iberian","Slavic-Russian","Japan","German","China","India","Turkey","Philippines","AngloSaxon","Korea","max_pred","dist_2nd","entropy","pred_origin","match"
"pekka aleksander myllyl","Scandinavian",7.31027210975871e-06,6.99754515807303e-05,0.00910290356005494,0.00450130969342837,0.00231966734051139,0.00925161159996541,0.00930825132426876,1.17577610854033e-06,6.51011723910744e-05,0.86474061087214,5.36901532583421e-06,3.12123800049439e-05,0.00957554960550355,0.00450746034586658,6.7087713979344e-06,0.00687355987874814,0.0047615808183302,0.00251140564591781,3.53052580540007e-06,0.00235851198881262,0.0699901704491876,7.0235125407772e-06,0.86474061087214,0.794750440422952,0.639682944367345,"Scandinavian",1
"raymond herbaux","French",5.09789603111905e-05,0.000285839601536776,0.00160457431250026,5.10010720216387e-05,0.0302620048726484,0.510228193995334,0.0318539936067274,8.14743015586409e-05,6.36284005067584e-09,0.00403231058316335,0.00329966077376112,0.000122745437233593,0.00567966906273879,7.65188270615379e-05,0.000163027611290066,0.00559252814195044,0.0991331659161206,0.00550288834359271,4.08747484420542e-05,0.0831083912183195,0.218830024895562,1.27355285410853e-07,0.510228193995334,0.291398169099772,1.47352994779505,"French",1
"l yang","China",1.21919617606685e-07,8.05160224487796e-05,0.0021447824322151,0.000106133027021217,0.000694852884095773,0.010012406424708,0.02765243967475,1.97386945085752e-08,1.32044167177952e-07,0.000703410157985948,0.000350150773910301,5.23987202434312e-07,0.00351799537939995,0.000438540667752408,0.000278583076196448,0.00596347882704192,0.906150230720686,0.00112992262312976,6.41602068884367e-09,0.00931729896348051,0.0148674104408194,0.0165910437986555,0.906150230720686,0.878497791045936,0.500385097389532,"China",1
"harry astric snell","Scandinavian",6.68229053471203e-07,9.26802738471064e-05,5.83330458215723e-06,9.11202327567233e-07,0.00405552382175835,0.000841942599755727,0.0064137344299428,4.15238571732173e-07,6.14026872165988e-08,0.00395348479953171,0.00013347508988884,6.94072141937767e-06,0.000588512693465911,1.09355901421655e-06,2.41456437931493e-07,0.00115414815325594,0.000914954556902591,0.00138929941736297,1.84402777507363e-07,0.00105979756420818,0.979386000407376,9.66758329729677e-08,0.979386000407376,0.972972265977433,0.14019961675154,"AngloSaxon",0
"yrj antero ojala","Scandinavian",2.93155213211925e-05,8.82381184703665e-05,0.00304640760946,1.14692025204446e-05,0.0179247211719481,0.000432587843410016,0.00138336123006574,1.32321314738307e-06,3.36674659074155e-05,0.921253324915306,3.8102879702637e-05,3.51262721564659e-05,0.00371386304879181,1.90857385301727e-05,2.19746487605069e-05,0.00375359660155459,0.0164433899457328,0.000298659389498038,1.21187826538684e-06,0.000164304501502674,0.0247443424253246,0.00656192637862397,0.921253324915306,0.896508982489981,0.418251926065169,"Scandinavian",1
"jules roffe","French",2.40362649249602e-06,1.75810040010489e-05,5.52307908124802e-05,7.19736550079706e-06,0.000157738617005895,0.180069098011221,6.62563750643348e-05,5.65804953254154e-06,1.60609659706768e-08,3.06666600285632e-05,1.75875412408632e-05,6.07981381756017e-08,0.0436605211139705,1.64404624668149e-08,1.30679176139575e-08,0.000206185788029235,0.000153649919230237,0.000445614914743537,5.48966512687184e-10,0.00362487444591518,0.771475240182622,4.38867813808196e-06,0.771475240182622,0.591406142171401,0.676000874605584,"AngloSaxon",0
"ali reza rezaei","Persian",1.58022561623289e-08,0.000634228060756881,8.13474571293403e-05,5.64988467327588e-06,0.000638372250325845,0.000917129010448436,0.000513998361789371,5.57703589682814e-08,0.000124406727723708,0.00196534336889469,0.983478412049561,2.02177306637751e-08,5.29404496693416e-06,7.03140190029504e-08,1.06877997782163e-08,0.00175247434320208,0.000462622140321352,0.000122019224681458,0.00167196023727963,2.94120834865502e-05,0.0075971543962006,3.56639476309484e-09,0.983478412049561,0.97588125765336,0.11417154094542,"Persian",1
"brendan boyce","AngloSaxon",1.13610872682361e-07,1.50402791605016e-06,2.79397487172089e-07,3.77392164130058e-10,0.00108722343562809,0.00012593605486613,8.67092269159705e-05,5.71523753299576e-11,4.74095613005289e-09,5.74706207087263e-05,2.65128486920318e-06,1.51717801035981e-09,8.91527261555263e-06,6.28012990012414e-10,2.85848245477006e-10,0.000155146941515488,0.000210156292742915,7.58699302673599e-05,2.42062673088636e-10,5.94002743264219e-05,0.998128615481407,2.99258778959894e-10,0.998128615481407,0.997041392045779,0.0163941928568025,"AngloSaxon",1
"john patrick johnny maloney","AngloSaxon",1.9096081470177e-07,6.0008725476833e-07,0.000166389216904259,5.4491290769443e-07,0.0039439617753412,1.50340322519108e-05,0.000200121933980669,7.20036758351989e-08,2.00010643420236e-08,4.04812704177771e-06,3.16814965006294e-06,9.69226851870376e-06,0.000467003293014878,9.6873187470091e-07,9.80288824976814e-08,0.00017292025408848,0.000457896053021576,0.000322694434945691,1.56017988897165e-07,0.00412560077479509,0.990108756198732,6.27432501433543e-08,0.990108756198732,0.985983155423937,0.0690810888163688,"AngloSaxon",1
"jiro kamiharako","Japan",9.42777233814577e-06,9.48956541446579e-05,0.00304983114088468,1.1944623138396e-05,0.000119953073996447,0.020621269976503,0.0467637998456367,1.51635251130414e-06,3.84423675272451e-05,2.75956296049135e-05,2.57750903642675e-05,4.02533870696117e-05,0.0557983519391635,1.98768792908227e-05,0.567744077661295,0.00017473369235234,0.0409001365260007,0.00323886174453615,1.58927775985825e-06,0.234770425919701,0.0265381834964565,9.05794972531396e-06,0.567744077661295,0.332973651741594,1.31463156933001,"Japan",1
"toni syarifudin","SouthEastAsia",2.89339626101563e-05,5.20871176161876e-06,0.000102303517772217,1.14004264740161e-06,5.87780199125924e-05,5.12867785973212e-05,0.979833101274713,5.2018058679927e-07,8.12270845447795e-11,0.000157017295571387,1.14483896482205e-05,2.13234701947808e-05,0.000862145067756313,1.36848716433869e-06,6.90647633320355e-10,0.00533465477101872,0.000385040500379796,2.7096668193849e-05,1.56161789195285e-06,0.000128963326531583,0.0129881064221236,7.23049277752576e-10,0.979833101274713,0.96684499485259,0.119030859941421,"SouthEastAsia",1
"elwira teresa seroczyska potapowicz","EastEurope",8.01916906848764e-06,0.000105554475521269,0.0136566070641358,0.027112256721596,0.000107459892370463,0.0487984009818203,0.000618270885201712,1.60470973837967e-06,5.18270319258963e-05,0.0211538253451855,3.07351761845475e-05,4.25989351102914e-05,0.000863448682141542,1.69070751679158e-05,0.000110237555744312,0.502153652063339,1.29660958573605e-05,0.000362195336204051,1.43256436579163e-06,0.000153355583627597,0.384551105798937,8.75388567561777e-05,0.502153652063339,0.117602546264402,1.11917995407488,"German",0
"henry frederick harry barrett","AngloSaxon",2.72810665193727e-08,1.06719863206693e-07,0.000160017186056882,3.13278690150375e-07,0.0113573331239275,0.00137038238721015,0.00227354187594957,4.18678009976476e-08,8.7668304523919e-13,0.00105075783573439,5.76439062425829e-05,2.81009055879072e-08,0.0068727238852233,0.000132914717559087,2.59515385595028e-08,0.00212097758628984,0.00270457119793174,0.000981613823063749,2.24658909655644e-08,0.00484639632496601,0.966070534529858,2.59533541760324e-08,0.966070534529858,0.954713201405931,0.213343242483771,"AngloSaxon",1
"kiyonobu murakami","Japan",1.00139235996085e-05,7.10037038428686e-05,0.00336994202133443,1.26872541300184e-05,9.73952395302087e-05,0.00662849723000759,0.0121576023711924,1.64156645373863e-06,2.11204002854232e-05,2.9874359353461e-05,0.000113504332148342,4.35773406053188e-05,0.506203234242555,2.11126810743593e-05,0.379153654079329,0.0142624072446209,0.0125614844431291,0.00339432956249406,8.07122761195029e-07,0.0388777575881421,0.0229592520056959,9.10128771495341e-06,0.506203234242555,0.127049580163226,1.17039518611257,"Hispanic-Iberian",0
"tina erceg","Balkans",0.460088540369836,2.5799451360769e-05,0.000238794958100354,8.07073251840761e-06,0.000301170820196597,0.00201326580726365,0.0258658830052926,3.09418249442091e-06,1.61110152586564e-10,0.000807450558970135,0.000285666975818148,0.000237193601237873,0.0245588586883687,1.65077397001743e-05,1.23318583949896e-06,0.211862512122359,0.00121490672609037,0.000668348659325607,3.09739661671264e-06,0.000828154995898421,0.27096775747679,3.69238481245774e-06,0.460088540369836,0.189120782893046,1.27194270922005,"Balkans",1
"lakhshmi kant pandey","India",2.29410158028196e-07,0.000711975236835511,7.72023996358847e-05,2.90653802773689e-07,0.000154576454529088,0.00029531089731558,0.00384360642795051,3.90785386877826e-08,2.67389448984367e-07,9.35042226317753e-05,0.00400814905845278,1.03738644687653e-06,0.000470602476665424,0.000118297496996435,0.000146761000388459,0.000407360996233537,0.00209506773158789,0.95393890563493,1.04447079466452e-08,0.000430936710961281,0.0329208143006141,0.000285054591168898,0.95393890563493,0.921018091334316,0.239143737050362,"India",1
"li chengjiang","China",0.00538714561905576,0.080644464020736,0.000284039145646215,0.0161311485571531,0.0432503428103395,0.00600923065440204,0.0920593398028326,0.00537247960847547,1.95185594024638e-05,0.0107904934092567,0.0108467953540518,7.46208156786389e-05,0.141025399268968,0.0376245277080134,0.0805610683850363,0.00569358598310848,0.349672845205655,0.000634459789958825,8.67701550065386e-07,0.0110082674270561,0.0491958824659989,0.0537134777076246,0.349672845205655,0.208647445936687,2.17215191817486,"China",1
"megumi sato","Japan",2.07851261277627e-08,6.7693190509483e-08,0.00347727761147734,9.06006359603204e-06,6.93962186344402e-05,0.0124974084816154,0.0020669305859588,3.26253894137161e-09,5.77364671630257e-10,1.55533474078531e-05,0.000207755996905884,2.1288520773106e-05,0.328951017484837,1.07180449933142e-05,0.300428008673409,0.00167589168939267,0.000505101797456784,0.000120712606004718,4.51632077468257e-06,0.313323018787577,0.0366162505795689,8.71397011945337e-10,0.328951017484837,0.0156279986972603,1.31771639305518,"Hispanic-Iberian",0
"jaroslav mller","EastEurope",4.24912568345196e-05,2.2327792948254e-07,5.36323454967488e-05,0.00305692690496407,1.78351201147936e-07,0.000822486970926179,8.41013362980767e-07,3.05052084136393e-09,1.23484043115371e-07,1.7537269265244e-05,3.54389789178999e-08,1.17354822372885e-05,3.64980194345566e-05,0.000201742209293091,1.74057346638483e-08,0.994995340001497,6.52654757812416e-06,6.88526027673334e-07,4.056231705453e-09,2.91847370806646e-07,0.000752658318749039,1.82223224554378e-08,0.994995340001497,0.991938413096533,0.0374313498985595,"German",0
"lvaro lpez espejo","Hispanic-Iberian",8.40718738594073e-07,1.06516499502211e-05,0.000728246806337391,1.06515814528768e-06,1.49684794689919e-05,0.00265941392091543,6.27869238711899e-05,1.29863001976815e-07,1.09629059790522e-06,2.36333654293369e-06,0.00231344878621484,3.44736836957432e-06,0.936907675308092,1.7725146816447e-06,9.62133440976773e-07,0.00178830922427907,0.00328242092250412,2.93110788428026e-05,4.6587627241335e-08,0.0480901291883143,0.00409990646825603,1.00727180697827e-06,0.936907675308092,0.888817546119778,0.2960615524734,"Hispanic-Iberian",1
"manuel dias","Portugese",7.66346073072259e-09,9.05051576960347e-07,0.000739930527051761,2.92714687597969e-06,5.08691805775265e-05,0.00302981691784302,6.84185023626659e-05,2.35266348566656e-13,3.26451123022574e-14,5.87568559413169e-06,2.14804365065892e-05,5.45775724232407e-06,0.991191557727043,4.88008447160328e-09,7.61955489803104e-07,0.002865350647036,7.9764664006421e-06,0.000470491179939891,7.04029215467072e-08,0.000718279486534979,0.000819818384009277,1.18077854096335e-12,0.991191557727043,0.9881617408092,0.0647637563421861,"Hispanic-Iberian",0
"arnot poisl","EastEurope",0.00236218459982051,0.0042369192468931,0.0470897303317577,0.0010214213140922,0.0228120385733903,0.0621781402715306,0.218327221966364,0.000119776171912797,0.000836217522240893,0.00217976944738086,0.00457880170695175,0.00317960142762288,0.417954567670721,0.00169973283627687,0.000641051844582427,0.0471221215672101,0.0378886545136975,0.0356581302606604,3.24433713589326e-05,0.0327485782312362,0.0566617704153017,0.000671126708997614,0.417954567670721,0.199627345704357,1.88975268293841,"Hispanic-Iberian",0
"senpan maekawa","Japan",0.000104561489990468,0.000773573780924311,0.035187622057152,0.000132475366176581,0.00121759746767132,0.0038263772302686,0.0348771593181138,1.71144082366106e-05,0.000549742702494928,0.00031145981365415,0.000591871249138921,0.000454322391449161,0.651388083664668,0.000220450392782593,0.121385459899075,0.0386840770432947,0.00363146268054051,0.00386285363448447,3.48503893661706e-05,0.0639249233835372,0.0387293326760079,9.46289609725193e-05,0.651388083664668,0.530002623765593,1.29437058026506,"Hispanic-Iberian",0
"gernimo enrique delgadillo","Hispanic-Iberian",4.22136826041289e-06,4.24714450618882e-05,6.86064249281478e-05,5.3483104163433e-06,5.48740789822906e-05,0.00543400544943969,0.000191934536814111,6.46401013419558e-07,6.55336680860923e-06,1.17636517957328e-05,1.55261993086652e-05,1.7159486334077e-05,0.972523379327426,8.90004810731779e-06,3.9723050401655e-06,7.82385526999254e-05,0.00127562133753347,0.00014589768278875,2.14620832374948e-07,0.00348792235431797,0.0166185843868729,4.15866521759633e-06,0.972523379327426,0.955904794940553,0.157962788047939,"Hispanic-Iberian",1
"chaabane merzekane","Arabic",2.57841218875846e-05,0.0318345768104183,0.000419048117457008,3.26674857914779e-05,0.00835422884189133,0.935735992373354,0.000568691189222541,4.14708974439455e-06,2.90448409059156e-05,7.54716015382349e-05,0.000158534884670889,0.000110089446516601,0.0100080917238336,5.43615034386987e-05,0.000949899388831764,0.00839985095143528,0.000114261417316152,0.000936030067192107,1.03138064695868e-06,0.000396757570703764,0.00128185205446119,0.000509587138742378,0.935735992373354,0.903901415562936,0.339907792520014,"French",0
"magdolna magda paulnyi vargavidos","EastEurope",0.0379049361574847,0.000178527441712368,0.20260819768421,0.164128759014271,0.00065379450903754,0.039367133074834,0.00122403182121907,6.60714514124596e-06,6.0776647496644e-05,0.0127415270154583,0.00032753970540118,0.000175394552924201,0.0411874672386343,8.66087703554776e-05,0.000622261766558728,0.253187073030774,0.00105575338768125,0.00149128350040357,2.25107737474181e-06,0.000632114330072363,0.241846674166461,0.000511287962494038,0.253187073030774,0.011340398864313,1.79975260368185,"German",0
"francisco pagazaurtunda gonzlezmurrieta","Hispanic-Iberian",6.31916056417019e-08,3.91897791434837e-05,0.00184546402809176,1.94951879209484e-05,0.00112713672122624,0.00691409753559268,0.000973558402527774,3.88404168665222e-05,7.13018698051577e-08,0.000310826991035561,0.000544012081332315,2.69806701966455e-07,0.956316588426194,9.72088619148424e-05,1.94731186998865e-05,0.00256396790001741,0.00159437028350376,0.00157491927265424,2.40879367401371e-09,0.0177852283364351,0.0082351552350797,6.07127926337875e-08,0.956316588426194,0.938531360089759,0.258763935166586,"Hispanic-Iberian",1
"franois auguste hugues","French",4.77599909587793e-07,1.07873253597909e-05,0.000313687189552907,6.05100624659354e-07,0.00185999178436523,0.995436792944465,4.40406050165066e-05,1.37350033904731e-07,4.03035231640497e-06,2.49959071759473e-06,2.38495903621389e-06,3.64612056733192e-06,0.00109798001431167,1.0069394350746e-06,8.63032971026398e-07,8.8518042943994e-06,0.000277144696015166,3.10009595616921e-05,1.3326804039237e-07,1.30599328011165e-05,0.000889974908552634,9.03522051291602e-07,0.995436792944465,0.9935768011601,0.0361350181646576,"French",1
"jacques thieffry","French",1.16883032232777e-05,6.2563981322583e-05,0.000373428557975157,2.33488101920424e-05,0.0025712445340259,0.982147367393908,0.000148078425029868,2.07375727692464e-05,7.59734730795985e-08,0.000186737963273637,4.18682292647366e-05,6.24682010635008e-05,0.00520786539054624,2.33807143324188e-05,6.1909778040918e-08,0.00123564349653027,0.000313388137130597,0.000220200192218053,2.71674090073629e-09,0.000643566457732265,0.00670621822520271,6.48142672741839e-08,0.982147367393908,0.975441149168705,0.119702082346397,"French",1
"ren alfred robert de doynel de quincey","French",1.44920093464667e-07,4.56285492232695e-05,0.000759289876589712,4.47091734246206e-05,0.00049523310398005,0.0659689238456558,0.0554135164100289,2.34519131855266e-08,1.47072993905143e-07,9.00247334568859e-05,0.000583283125186889,0.000179818437731575,0.00153496204927555,8.93566702858108e-05,0.000302445382743072,0.024051121653038,0.00404823235893253,0.000677277822423232,2.30089141992224e-08,0.0155026871838416,0.830137449867493,7.57013027751448e-05,0.830137449867493,0.764168526021837,0.706497365393009,"AngloSaxon",0
"kseniya leonidovna moskvina","Slavic-Russian",2.26531258673428e-07,3.44802627706818e-05,0.00129956276557623,2.87006348570014e-07,0.000126726137571305,0.000665459879608177,0.0023301514223392,9.74744535017522e-07,0.00372429845595735,0.0102755061564275,3.72625194936897e-05,2.58757569691387e-05,0.00256353164340747,0.945448376628848,5.47808168836659e-06,0.00191076585977648,0.000240685959360712,0.00208201111656332,6.77829894582469e-06,8.67935715397279e-05,0.029129032115832,5.73508518258516e-06,0.945448376628848,0.916319344513016,0.296848241796328,"Slavic-Russian",1
"velyne lebret renard","French",3.41367812282084e-06,0.00108943835204926,0.00333541121415899,4.32499823186243e-06,0.00206518798257008,0.936185393337143,0.00384339758629535,5.22288097844094e-07,3.47197035310282e-06,9.50495929390767e-06,1.90257091943467e-05,1.38647608703388e-05,0.0140533279218047,0.00176029510180435,2.75973307427621e-06,0.0108603175219249,0.000110875594381252,0.000117884442693684,1.37465173454208e-07,0.00288601171235326,0.0236325444648143,2.88920559468527e-06,0.936185393337143,0.912552848872329,0.350702532129836,"French",1
"jagna marczuajtis kolasiska","EastEurope",0.00132175068855839,0.0111965147578044,0.0398636793250157,0.0384393129147975,0.0331879597935434,0.0520452987223097,0.0659626459118112,0.000212588923875911,0.00149115804332001,0.0112217811445208,0.00812684619968273,0.0093198972820253,0.158409778107161,0.0027866899991567,0.00121299495852738,0.0869972375124704,0.0597629426491951,0.0516594265801651,5.06150959812047e-05,0.226221016966845,0.139239961963039,0.00126990246019408,0.226221016966845,0.067811238859684,2.37353763402387,"Philippines",0
"eugne louis constant","French",5.30986474013711e-07,4.5953665399986e-06,0.000858934062820525,6.72739338222807e-07,0.00601012021757364,0.953763670614312,0.000698831036171842,1.48225327658607e-07,3.91945227196121e-08,2.69750681958245e-06,4.96617257287686e-06,3.93481821890505e-06,0.0159999295623443,1.1194960665656e-06,8.19151580844746e-07,0.000756261545081584,3.86333933906861e-05,0.0015231959132498,0.000306591390000585,0.00115279122168182,0.0188706598039409,8.57581971362441e-07,0.953763670614312,0.934893010810371,0.254359755613273,"French",1
"chhota singh","India",8.6267439615699e-07,0.000153161144907225,0.00134524457368418,4.91806292574357e-06,0.000147175191967693,0.000185367470905498,0.000278145893466474,3.63992890150794e-10,1.15765274123559e-10,8.12518523480639e-05,0.000388476218482199,2.12986375144325e-05,0.000356693879963915,1.3943440082965e-05,1.00532385092974e-05,0.000686015361208818,0.000457028520050708,0.985452312015253,9.05550925093447e-07,0.000284241110308961,0.010131507035112,1.39764822934247e-06,0.985452312015253,0.975320804980141,0.0944594343057003,"India",1
"matylda matoukovnov rikov","EastEurope",0.000118710138032825,0.000316530096110336,0.000148809905444385,0.583418484776994,0.000281389466980477,0.0071933835293086,0.00125786283070255,0.000269458425842223,0.000152522994523138,0.000337199492338826,8.24569691364847e-05,0.000120279083950623,0.00235059972058591,0.00115188935140699,2.60329117686403e-05,0.0986666614347169,0.00121908124138009,0.00102266695486683,5.71268822464576e-06,0.000362089662062148,0.301470924083164,2.72542424588037e-05,0.583418484776994,0.28194756069383,1.00436364094961,"EastEurope",1
"hakimuddin shabbir habibulla","India",9.1795439357202e-06,0.000305270682557548,0.000194434772758944,1.16301273473571e-05,0.000248753819487095,0.000335920977245944,0.00359184689830591,1.47387043581597e-06,1.57565287421951e-05,2.68225114735556e-05,0.00952831024135848,3.9125649676494e-05,0.000742686244928406,1.93535312702513e-05,8.32030070245768e-06,0.000170133043996943,0.00311982455481623,0.970022433805062,2.15167480332768e-06,0.000182203046250216,0.011415657528311,8.71064653428817e-06,0.970022433805062,0.958606776276751,0.181972738380437,"India",1
"paul mccormack","AngloSaxon",3.07674389025792e-08,1.57997122302966e-07,0.000117380086245555,2.4914785086514e-07,8.95581648113105e-06,0.000239130635346797,1.78981884955767e-05,9.7554890500277e-05,4.1128031771892e-13,6.26553631920444e-07,3.81761253203095e-07,4.97573962829011e-07,0.000162654661572341,2.95292415811832e-07,1.36571538118314e-08,1.33396821037846e-05,6.98287792329044e-05,3.53045721596986e-06,2.37018392509923e-08,0.000269616992958575,0.998997819699294,1.36574726218343e-08,0.998997819699294,0.998728202706335,0.00978970322784944,"AngloSaxon",1
